claw length cm,endangered,size cm,specie,sub specie,tail length cm,weight kg
8.101,least concern,60.795,three toed,Brown throated sloth,7.278,4.637
6.818,least concern,59.947,three toed,Brown throated sloth,4.814,5.606
8.571,least concern,60.592,three toed,Brown throated sloth,6.494,4.413
6.003,least concern,61.194,three toed,Brown throated sloth,6.645,5.077
6.051,least concern,59.314,three toed,Brown throated sloth,5.584,3.877
7.821,least concern,61.928,three toed,Brown throated sloth,5.663,3.914
7.561,least concern,60.479,three toed,Brown throated sloth,6.551,5.331
8.185,least concern,60.49,three toed,Brown throated sloth,6.627,5.292
5.941,least concern,60.113,three toed,Brown throated sloth,6.7,2.787
8.245,least concern,59.971,three toed,Brown throated sloth,5.474,3.829
8.568,least concern,60.07,three toed,Brown throated sloth,5.763,4.88
8.045,least concern,59.548,three toed,Brown throated sloth,4.085,4.187
8.651,least concern,59.453,three toed,Brown throated sloth,5.881,4.369
8.247,least concern,60.616,three toed,Brown throated sloth,4.528,4.579
6.868,least concern,61.071,three toed,Brown throated sloth,6.311,5.862
8.524,least concern,61.206,three toed,Brown throated sloth,5.27,3.416
8.557,least concern,60.454,three toed,Brown throated sloth,5.646,6.21
6.679,least concern,62.373,three toed,Brown throated sloth,4.93,3.104
9.312,least concern,59.369,three toed,Brown throated sloth,6.015,3.825
8.735,least concern,59.668,three toed,Brown throated sloth,6.764,6.416
7.883,least concern,58.293,three toed,Brown throated sloth,7.001,3.409
6.614,least concern,62.555,three toed,Brown throated sloth,5.534,3.813
7.149,least concern,63.035,three toed,Brown throated sloth,6.144,6.487
8.167,least concern,61.743,three toed,Brown throated sloth,6.612,3.738
8.565,least concern,62.854,three toed,Brown throated sloth,7.754,4.699
8.943,least concern,61.143,three toed,Brown throated sloth,6.083,4.764
7.87,least concern,60.277,three toed,Brown throated sloth,4.069,4.627
7.018,least concern,61.946,three toed,Brown throated sloth,4.753,3.261
9.371,least concern,62.025,three toed,Brown throated sloth,5.385,3.997
6.412,least concern,61.881,three toed,Brown throated sloth,6.028,2.842
5.475,least concern,62.268,three toed,Brown throated sloth,7.593,2.8
7.565,least concern,60.484,three toed,Brown throated sloth,6.226,3.953
7.524,least concern,61.158,three toed,Brown throated sloth,4.927,3.518
8.555,least concern,59.911,three toed,Brown throated sloth,6.569,4.823
8.37,least concern,60.363,three toed,Brown throated sloth,6.755,3.463
7.753,least concern,61.944,three toed,Brown throated sloth,5.303,2.972
7.024,least concern,62.478,three toed,Brown throated sloth,4.339,5.744
6.76,least concern,62.712,three toed,Brown throated sloth,4.475,3.571
5.603,least concern,60.49,three toed,Brown throated sloth,6.371,3.921
6.117,least concern,61.692,three toed,Brown throated sloth,5.872,4.235
5.132,least concern,60.851,three toed,Brown throated sloth,5.502,5.38
8.868,least concern,61.974,three toed,Brown throated sloth,6.143,4.893
6.873,least concern,61.627,three toed,Brown throated sloth,6.214,4.662
8.006,least concern,61.343,three toed,Brown throated sloth,5.084,5.754
7.077,least concern,60.77,three toed,Brown throated sloth,5.058,3.346
7.05,least concern,62.014,three toed,Brown throated sloth,5.868,4.776
7.638,least concern,59.464,three toed,Brown throated sloth,6.436,3.721
9.405,least concern,61.762,three toed,Brown throated sloth,6.29,4.784
7.071,least concern,59.714,three toed,Brown throated sloth,5.54,4.83
7.289,least concern,61.753,three toed,Brown throated sloth,5.621,3.641
7.253,least concern,60.448,three toed,Brown throated sloth,5.655,4.887
7.823,least concern,59.92,three toed,Brown throated sloth,6.012,3.93
7.625,least concern,63.08,three toed,Brown throated sloth,5.364,3.328
5.956,least concern,61.417,three toed,Brown throated sloth,5.509,5.168
8.749,least concern,60.237,three toed,Brown throated sloth,6.072,3.812
8.251,least concern,61.359,three toed,Brown throated sloth,6.555,5.206
8.4,least concern,62.081,three toed,Brown throated sloth,5.642,4.933
6.591,least concern,61.917,three toed,Brown throated sloth,4.839,4.711
8.53,least concern,61.231,three toed,Brown throated sloth,6.303,4.554
8.287,least concern,60.266,three toed,Brown throated sloth,4.549,2.799
5.76,least concern,61.469,three toed,Brown throated sloth,4.872,2.946
7.49,least concern,60.479,three toed,Brown throated sloth,6.262,4.951
7.25,least concern,61.388,three toed,Brown throated sloth,7.181,4.092
7.889,least concern,61.81,three toed,Brown throated sloth,5.556,5.297
7.454,least concern,60.843,three toed,Brown throated sloth,5.971,4.631
8.809,least concern,59.751,three toed,Brown throated sloth,6.278,4.843
8.019,least concern,60.729,three toed,Brown throated sloth,6.163,3.661
6.744,least concern,60.577,three toed,Brown throated sloth,7.531,3.671
9.991,least concern,60.03,three toed,Brown throated sloth,6.141,3.062
7.092,least concern,61.341,three toed,Brown throated sloth,6.45,4.247
6.58,least concern,61.744,three toed,Brown throated sloth,4.798,3.808
7.719,least concern,62.777,three toed,Brown throated sloth,7.272,3.96
7.558,least concern,62.429,three toed,Brown throated sloth,3.877,5.545
5.912,least concern,62.13,three toed,Brown throated sloth,6.144,5.009
8.452,least concern,61.9,three toed,Brown throated sloth,4.69,5.481
8.73,least concern,59.662,three toed,Brown throated sloth,5.706,4.164
7.651,least concern,59.085,three toed,Brown throated sloth,6.108,5.006
6.188,least concern,60.286,three toed,Brown throated sloth,6.282,3.403
9.22,least concern,60.085,three toed,Brown throated sloth,6.474,5.502
4.447,least concern,60.823,three toed,Brown throated sloth,5.649,3.871
7.964,least concern,59.257,three toed,Brown throated sloth,7.28,4.628
8.134,least concern,60.383,three toed,Brown throated sloth,4.788,4.941
8.59,least concern,60.496,three toed,Brown throated sloth,5.419,4.723
7.487,least concern,60.788,three toed,Brown throated sloth,6.364,4.621
6.644,least concern,60.903,three toed,Brown throated sloth,5.233,5.838
8.659,least concern,60.153,three toed,Brown throated sloth,4.935,4.556
8.758,least concern,61.454,three toed,Brown throated sloth,4.974,3.024
7.593,least concern,61.363,three toed,Brown throated sloth,5.332,3.786
7.947,least concern,61.114,three toed,Brown throated sloth,5.943,3.907
7.594,least concern,60.225,three toed,Brown throated sloth,6.588,5.013
9.071,least concern,60.626,three toed,Brown throated sloth,5.599,4.435
7.707,least concern,60.106,three toed,Brown throated sloth,5.276,5.057
7.151,least concern,59.864,three toed,Brown throated sloth,4.89,4.767
7.79,least concern,60.202,three toed,Brown throated sloth,6.861,4.619
7.802,least concern,61.728,three toed,Brown throated sloth,5.502,3.655
6.259,least concern,58.618,three toed,Brown throated sloth,6.632,4.146
7.837,least concern,60.021,three toed,Brown throated sloth,6.627,4.897
6.794,least concern,61.215,three toed,Brown throated sloth,5.477,5.119
6.293,least concern,61.252,three toed,Brown throated sloth,8.165,4.41
7.144,least concern,59.783,three toed,Brown throated sloth,6.203,4.615
5.793,least concern,60.488,three toed,Brown throated sloth,6.366,6.21
6.251,least concern,60.536,three toed,Brown throated sloth,6.12,4.823
8.035,least concern,60.875,three toed,Brown throated sloth,4.158,5.644
7.241,least concern,59.358,three toed,Brown throated sloth,6.305,4.661
6.867,least concern,62.109,three toed,Brown throated sloth,6.955,3.523
7.089,least concern,60.851,three toed,Brown throated sloth,4.372,4.654
7.495,least concern,61.379,three toed,Brown throated sloth,5.603,4.739
7.27,least concern,63.697,three toed,Brown throated sloth,6.531,4.091
6.074,least concern,59.971,three toed,Brown throated sloth,6.442,4.946
6.559,least concern,62.479,three toed,Brown throated sloth,5.695,4.148
9.089,least concern,61.728,three toed,Brown throated sloth,6.575,3.797
5.964,least concern,60.921,three toed,Brown throated sloth,6.95,4.709
8.123,least concern,59.89,three toed,Brown throated sloth,5.462,5.582
6.807,least concern,60.583,three toed,Brown throated sloth,5.452,3.406
8.596,least concern,61.966,three toed,Brown throated sloth,4.916,2.748
7.276,least concern,60.951,three toed,Brown throated sloth,6.345,4.549
7.712,least concern,61.669,three toed,Brown throated sloth,5.154,2.472
8.219,least concern,60.716,three toed,Brown throated sloth,6.807,4.609
6.541,least concern,60.621,three toed,Brown throated sloth,6.066,5.135
6.982,least concern,61.233,three toed,Brown throated sloth,5.571,4.587
7.145,least concern,62.519,three toed,Brown throated sloth,5.817,2.931
7.055,least concern,60.499,three toed,Brown throated sloth,5.859,5.875
5.825,least concern,61.389,three toed,Brown throated sloth,5.691,4.857
7.635,least concern,61.103,three toed,Brown throated sloth,6.325,3.251
9.899,least concern,61.02,three toed,Brown throated sloth,6.944,4.521
9.193,least concern,62.923,three toed,Brown throated sloth,7.498,3.42
8.435,least concern,63.497,three toed,Brown throated sloth,5.084,3.958
7.961,least concern,59.669,three toed,Brown throated sloth,5.076,4.998
7.197,least concern,60.097,three toed,Brown throated sloth,4.656,5.939
8.835,least concern,60.013,three toed,Brown throated sloth,5.272,4.537
6.882,least concern,61.409,three toed,Brown throated sloth,5.705,3.986
7.14,least concern,60.352,three toed,Brown throated sloth,4.974,2.753
8.274,least concern,62.427,three toed,Brown throated sloth,4.721,3.716
8.806,least concern,59.394,three toed,Brown throated sloth,5.166,4.162
6.944,least concern,59.805,three toed,Brown throated sloth,5.364,3.767
7.979,least concern,60.336,three toed,Brown throated sloth,6.549,4.909
8.33,least concern,60.675,three toed,Brown throated sloth,7.111,4.408
9.057,least concern,61.571,three toed,Brown throated sloth,5.724,3.268
6.225,least concern,61.03,three toed,Brown throated sloth,5.356,3.816
7.93,least concern,61.284,three toed,Brown throated sloth,7.722,4.934
7.441,least concern,60.426,three toed,Brown throated sloth,6.938,2.595
8.622,least concern,59.613,three toed,Brown throated sloth,4.949,4.039
6.341,least concern,60.639,three toed,Brown throated sloth,6.79,4.098
8.545,least concern,60.296,three toed,Brown throated sloth,3.126,4.614
7.498,least concern,61.677,three toed,Brown throated sloth,7.152,3.357
5.147,least concern,63.029,three toed,Brown throated sloth,6.289,5.08
8.472,least concern,62.125,three toed,Brown throated sloth,4.281,4.322
7.028,least concern,60.892,three toed,Brown throated sloth,4.961,4.624
7.836,least concern,61.367,three toed,Brown throated sloth,6.219,4.923
8.312,least concern,63.04,three toed,Brown throated sloth,6.962,3.261
7.399,least concern,60.814,three toed,Brown throated sloth,4.864,5.112
8.462,least concern,59.705,three toed,Brown throated sloth,6.087,1.308
5.876,least concern,61.531,three toed,Brown throated sloth,4.787,3.721
9.234,least concern,59.559,three toed,Brown throated sloth,5.037,4.524
9.205,least concern,60.31,three toed,Brown throated sloth,4.825,3.53
7.561,least concern,61.383,three toed,Brown throated sloth,3.959,5.119
6.264,least concern,62.026,three toed,Brown throated sloth,6.572,3.355
6.989,least concern,61.925,three toed,Brown throated sloth,5.772,3.421
6.577,least concern,62.327,three toed,Brown throated sloth,3.899,3.019
7.803,least concern,60.875,three toed,Brown throated sloth,5.672,4.716
4.731,least concern,61.292,three toed,Brown throated sloth,5.471,4.294
6.276,least concern,60.674,three toed,Brown throated sloth,6.193,3.174
6.882,least concern,61.812,three toed,Brown throated sloth,5.35,4.346
7.473,least concern,61.829,three toed,Brown throated sloth,6.2,4.298
6.688,least concern,62.175,three toed,Brown throated sloth,6.236,4.538
6.903,least concern,61.126,three toed,Brown throated sloth,4.933,4.386
6.848,least concern,60.982,three toed,Brown throated sloth,5.189,3.733
7.883,least concern,61.796,three toed,Brown throated sloth,5.801,3.815
6.182,least concern,61.175,three toed,Brown throated sloth,6.279,3.65
7.525,least concern,61.126,three toed,Brown throated sloth,6.792,3.355
4.705,least concern,61.417,three toed,Brown throated sloth,4.746,3.859
8.08,least concern,62.21,three toed,Brown throated sloth,6.161,5.876
6.641,least concern,59.059,three toed,Brown throated sloth,7.863,4.045
6.586,least concern,61.751,three toed,Brown throated sloth,5.097,5.424
9.398,least concern,63.496,three toed,Brown throated sloth,6.23,2.274
7.22,least concern,62.884,three toed,Brown throated sloth,5.7,4.452
6.734,least concern,60.777,three toed,Brown throated sloth,5.003,2.939
7.652,least concern,60.377,three toed,Brown throated sloth,6.021,4.502
7.113,least concern,61.82,three toed,Brown throated sloth,5.378,3.039
7.471,least concern,60.56,three toed,Brown throated sloth,5.86,4.996
7.11,least concern,60.185,three toed,Brown throated sloth,3.208,4.292
6.78,least concern,61.71,three toed,Brown throated sloth,5.632,3.476
7.977,least concern,62.336,three toed,Brown throated sloth,5.354,4.437
6.603,least concern,60.158,three toed,Brown throated sloth,3.784,4.232
6.635,least concern,59.205,three toed,Brown throated sloth,5.657,5.282
5.708,least concern,61.71,three toed,Brown throated sloth,4.626,3.992
6.497,least concern,58.676,three toed,Brown throated sloth,6.766,4.827
8.127,least concern,60.91,three toed,Brown throated sloth,6.438,4.798
8.253,least concern,59.949,three toed,Brown throated sloth,6.465,5.541
9.02,least concern,62.132,three toed,Brown throated sloth,7.859,5.265
6.277,least concern,60.414,three toed,Brown throated sloth,5.269,2.186
8.076,least concern,61.158,three toed,Brown throated sloth,5.02,5.709
7.291,least concern,62.961,three toed,Brown throated sloth,6.921,4.552
6.391,least concern,61.569,three toed,Brown throated sloth,4.843,4.833
6.686,least concern,60.074,three toed,Brown throated sloth,5.732,4.448
6.685,least concern,59.82,three toed,Brown throated sloth,6.855,4.22
9.237,least concern,61.494,three toed,Brown throated sloth,5.294,3.489
8.149,least concern,61.893,three toed,Brown throated sloth,5.738,4.804
7.557,least concern,61.346,three toed,Brown throated sloth,5.173,3.955
6.712,least concern,61.243,three toed,Brown throated sloth,5.589,5.493
9.133,least concern,60.732,three toed,Brown throated sloth,6.1,2.761
6.859,least concern,62.306,three toed,Brown throated sloth,7.771,3.794
7.194,least concern,60.768,three toed,Brown throated sloth,4.89,1.848
9.323,least concern,61.272,three toed,Brown throated sloth,5.395,5.001
6.723,least concern,61.848,three toed,Brown throated sloth,6.139,3.412
6.822,least concern,60.63,three toed,Brown throated sloth,6.199,3.514
8.848,least concern,61.204,three toed,Brown throated sloth,4.845,3.762
6.559,least concern,59.698,three toed,Brown throated sloth,7.468,3.771
7.797,least concern,59.963,three toed,Brown throated sloth,5.517,4.037
8.408,least concern,62.477,three toed,Brown throated sloth,6.323,4.45
7.15,least concern,62.434,three toed,Brown throated sloth,6.548,5.823
5.919,least concern,61.401,three toed,Brown throated sloth,6.399,4.023
7.349,least concern,61.087,three toed,Brown throated sloth,5.304,3.305
6.063,least concern,61.389,three toed,Brown throated sloth,7.142,4.72
6.956,least concern,58.665,three toed,Brown throated sloth,7.18,2.366
8.299,least concern,63.829,three toed,Brown throated sloth,7.452,2.844
6.631,least concern,61.311,three toed,Brown throated sloth,8.053,3.742
6.646,least concern,60.706,three toed,Brown throated sloth,6.769,4.884
7.562,least concern,62.628,three toed,Brown throated sloth,5.941,3.182
7.074,least concern,61.834,three toed,Brown throated sloth,6.532,6.59
6.286,least concern,60.729,three toed,Brown throated sloth,4.153,5.461
8.336,least concern,61.847,three toed,Brown throated sloth,5.178,3.269
7.647,least concern,62.391,three toed,Brown throated sloth,4.315,4.944
7.309,least concern,61.124,three toed,Brown throated sloth,6.193,5.779
5.652,least concern,60.462,three toed,Brown throated sloth,5.283,4.643
6.87,least concern,60.375,three toed,Brown throated sloth,6.424,3.29
7.38,least concern,61.559,three toed,Brown throated sloth,5.384,3.817
7.861,least concern,60.789,three toed,Brown throated sloth,4.103,3.765
9.13,least concern,61.826,three toed,Brown throated sloth,5.213,5.502
7.336,least concern,59.474,three toed,Brown throated sloth,6.859,3.936
7.64,least concern,61.425,three toed,Brown throated sloth,5.635,2.829
8.64,least concern,60.609,three toed,Brown throated sloth,5.881,4.519
8.048,least concern,61.297,three toed,Brown throated sloth,4.139,5.738
8.072,least concern,61.773,three toed,Brown throated sloth,5.239,4.702
6.643,least concern,61.585,three toed,Brown throated sloth,4.703,3.987
8.079,least concern,61.446,three toed,Brown throated sloth,5.033,5.246
6.399,least concern,61.132,three toed,Brown throated sloth,4.972,4.18
7.57,least concern,59.831,three toed,Brown throated sloth,8.538,3.896
8.499,least concern,60.193,three toed,Brown throated sloth,5.742,5.129
6.641,least concern,61.565,three toed,Brown throated sloth,5.98,5.492
8.523,least concern,59.181,three toed,Brown throated sloth,5.956,4.601
7.418,least concern,61.384,three toed,Brown throated sloth,6.597,3.733
6.526,least concern,59.924,three toed,Brown throated sloth,5.656,4.799
8.325,least concern,62.601,three toed,Brown throated sloth,7.138,3.637
6.05,least concern,60.422,three toed,Brown throated sloth,7.069,3.975
8.632,least concern,60.565,three toed,Brown throated sloth,5.587,4.598
7.218,least concern,60.096,three toed,Brown throated sloth,4.334,3.544
5.853,least concern,61.127,three toed,Brown throated sloth,5.736,3.828
7.264,least concern,62.626,three toed,Brown throated sloth,5.58,6.497
7.793,least concern,59.579,three toed,Brown throated sloth,7.74,4.365
8.033,least concern,61.98,three toed,Brown throated sloth,4.603,5.149
5.229,least concern,59.31,three toed,Brown throated sloth,4.285,3.736
7.556,least concern,62.067,three toed,Brown throated sloth,6.583,4.125
5.783,least concern,61.714,three toed,Brown throated sloth,6.315,3.266
8.304,least concern,58.335,three toed,Brown throated sloth,7.178,4.98
6.381,least concern,61.549,three toed,Brown throated sloth,4.702,4.545
5.78,least concern,62.193,three toed,Brown throated sloth,5.496,3.33
7.797,least concern,62.232,three toed,Brown throated sloth,6.102,0.946
7.589,least concern,59.812,three toed,Brown throated sloth,5.445,4.745
7.129,least concern,60.989,three toed,Brown throated sloth,5.325,2.885
7.371,least concern,60.382,three toed,Brown throated sloth,5.656,4.105
8.763,least concern,62.822,three toed,Brown throated sloth,7.64,3.312
7.618,least concern,60.808,three toed,Brown throated sloth,6.245,4.396
8.242,least concern,60.888,three toed,Brown throated sloth,5.709,5.141
6.627,least concern,60.445,three toed,Brown throated sloth,6.177,5.317
6.039,least concern,62.145,three toed,Brown throated sloth,6.228,2.095
6.728,least concern,61.794,three toed,Brown throated sloth,5.251,2.731
7.788,least concern,60.046,three toed,Brown throated sloth,5.851,4.47
8.754,least concern,60.371,three toed,Brown throated sloth,6.579,3.501
8.644,least concern,63.277,three toed,Brown throated sloth,5.169,3.885
6.729,least concern,60.022,three toed,Brown throated sloth,6.358,5.938
7.405,least concern,60.42,three toed,Brown throated sloth,3.205,4.45
6.084,least concern,60.562,three toed,Brown throated sloth,6.556,5.789
7.266,least concern,61.928,three toed,Brown throated sloth,4.064,4.985
6.679,least concern,61.228,three toed,Brown throated sloth,4.331,4.872
7.848,least concern,60.674,three toed,Brown throated sloth,4.743,4.109
6.565,least concern,60.029,three toed,Brown throated sloth,7.405,5.478
7.919,least concern,61.203,three toed,Brown throated sloth,4.851,6.076
6.992,least concern,63.17,three toed,Brown throated sloth,6.047,4.275
7.763,least concern,59.969,three toed,Brown throated sloth,6.139,4.276
7.568,least concern,61.385,three toed,Brown throated sloth,5.573,4.17
6.863,least concern,61.455,three toed,Brown throated sloth,6.16,5.153
6.75,least concern,60.588,three toed,Brown throated sloth,7.087,4.021
7.036,least concern,62.225,three toed,Brown throated sloth,6.189,3.738
7.317,least concern,60.544,three toed,Brown throated sloth,5.459,5.617
7.043,least concern,60.372,three toed,Brown throated sloth,6.656,2.568
8.153,least concern,61.051,three toed,Brown throated sloth,6.387,5.186
9.312,least concern,60.659,three toed,Brown throated sloth,8.368,4.575
8.292,least concern,61.186,three toed,Brown throated sloth,6.177,5.169
8.892,least concern,63.207,three toed,Brown throated sloth,6.297,4.834
8.421,least concern,60.12,three toed,Brown throated sloth,6.232,3.299
7.815,least concern,59.767,three toed,Brown throated sloth,6.406,2.304
7.245,least concern,61.301,three toed,Brown throated sloth,6.283,3.949
6.83,least concern,62.473,three toed,Brown throated sloth,5.457,5.207
8.414,least concern,61.298,three toed,Brown throated sloth,5.564,3.426
7.783,least concern,60.989,three toed,Brown throated sloth,5.195,3.502
8.435,least concern,62.136,three toed,Brown throated sloth,6.548,5.195
6.821,least concern,59.892,three toed,Brown throated sloth,5.461,2.658
7.172,least concern,61.737,three toed,Brown throated sloth,6.75,3.799
9.625,least concern,60.794,three toed,Brown throated sloth,6.466,5.042
7.32,least concern,62.273,three toed,Brown throated sloth,6.125,4.972
7.658,least concern,60.959,three toed,Brown throated sloth,6.115,3.627
6.199,least concern,61.255,three toed,Brown throated sloth,5.707,4.335
8.302,least concern,62.31,three toed,Brown throated sloth,5.976,3.592
8.215,least concern,63.213,three toed,Brown throated sloth,3.864,3.59
8.957,least concern,59.32,three toed,Brown throated sloth,6.952,5.606
8.411,least concern,63.19,three toed,Brown throated sloth,6.344,4.685
6.671,least concern,60.936,three toed,Brown throated sloth,4.629,2.614
7.092,least concern,61.196,three toed,Brown throated sloth,3.731,2.598
8.342,least concern,62.557,three toed,Brown throated sloth,3.564,4.524
8.791,least concern,61.253,three toed,Brown throated sloth,5.086,4.023
7.196,least concern,60.361,three toed,Brown throated sloth,5.092,4.586
7.22,least concern,61.251,three toed,Brown throated sloth,6.199,3.934
7.231,least concern,59.543,three toed,Brown throated sloth,5.508,5.496
8.716,least concern,60.874,three toed,Brown throated sloth,5.157,6.473
7.542,least concern,61.216,three toed,Brown throated sloth,4.805,4.739
6.78,least concern,61.642,three toed,Brown throated sloth,5.393,5.114
6.641,least concern,58.99,three toed,Brown throated sloth,4.65,5.414
6.038,least concern,60.226,three toed,Brown throated sloth,6.895,4.143
8.621,least concern,60.69,three toed,Brown throated sloth,6.119,5.981
7.072,least concern,62.188,three toed,Brown throated sloth,6.943,1.812
7.48,least concern,61.684,three toed,Brown throated sloth,3.796,3.683
7.119,least concern,60.724,three toed,Brown throated sloth,6.151,5.404
6.486,least concern,61.302,three toed,Brown throated sloth,3.634,5.202
7.411,least concern,62.027,three toed,Brown throated sloth,5.304,3.384
8.313,least concern,60.784,three toed,Brown throated sloth,5.781,3.142
7.241,least concern,61.874,three toed,Brown throated sloth,6.415,4.692
6.481,least concern,61.751,three toed,Brown throated sloth,6.917,6.34
7.351,least concern,61.034,three toed,Brown throated sloth,6.659,5.047
6.723,least concern,61.606,three toed,Brown throated sloth,6.276,3.589
7.014,least concern,60.254,three toed,Brown throated sloth,2.694,3.978
9.009,least concern,62.625,three toed,Brown throated sloth,4.715,4.635
5.624,least concern,60.774,three toed,Brown throated sloth,5.365,5.566
8.532,least concern,60.368,three toed,Brown throated sloth,4.711,3.66
8.469,least concern,60.345,three toed,Brown throated sloth,4.639,5.159
9.067,least concern,59.849,three toed,Brown throated sloth,5.088,5.001
9.021,least concern,60.938,three toed,Brown throated sloth,6.814,3.938
8.937,least concern,60.495,three toed,Brown throated sloth,6.075,5.387
7.594,least concern,61.318,three toed,Brown throated sloth,6.003,3.775
6.176,least concern,61.971,three toed,Brown throated sloth,6.153,4.121
7.841,least concern,59.025,three toed,Brown throated sloth,4.751,3.376
5.603,least concern,60.841,three toed,Brown throated sloth,6.356,4.794
8.467,least concern,61.097,three toed,Brown throated sloth,6.723,3.842
9.113,least concern,60.589,three toed,Brown throated sloth,5.947,5.339
7.4,least concern,61.111,three toed,Brown throated sloth,5.795,4.497
7.891,least concern,60.821,three toed,Brown throated sloth,5.976,3.339
7.609,least concern,60.09,three toed,Brown throated sloth,5.38,5.642
7.206,least concern,61.676,three toed,Brown throated sloth,6.724,4.866
8.793,least concern,60.129,three toed,Brown throated sloth,6.483,6.549
8.106,least concern,61.471,three toed,Brown throated sloth,7.198,4.553
6.279,least concern,61.668,three toed,Brown throated sloth,4.386,4.108
8.101,least concern,60.059,three toed,Brown throated sloth,5.553,4.539
7.274,least concern,60.028,three toed,Brown throated sloth,5.42,3.916
7.666,least concern,61.504,three toed,Brown throated sloth,5.578,5.24
7.235,least concern,60.886,three toed,Brown throated sloth,6.438,3.849
5.944,least concern,61.261,three toed,Brown throated sloth,5.805,5.002
7.239,least concern,60.384,three toed,Brown throated sloth,4.608,4.258
7.159,least concern,60.845,three toed,Brown throated sloth,6.345,4.117
6.667,least concern,59.462,three toed,Brown throated sloth,5.465,4.254
8.975,least concern,60.16,three toed,Brown throated sloth,5.0,4.156
5.73,least concern,61.274,three toed,Brown throated sloth,6.784,4.645
7.88,least concern,61.825,three toed,Brown throated sloth,5.204,6.195
6.576,least concern,61.634,three toed,Brown throated sloth,4.249,3.205
6.787,least concern,59.224,three toed,Brown throated sloth,6.361,5.75
6.673,least concern,62.478,three toed,Brown throated sloth,7.511,4.802
8.039,least concern,62.686,three toed,Brown throated sloth,6.036,4.899
8.564,least concern,60.617,three toed,Brown throated sloth,3.816,4.08
6.396,least concern,60.031,three toed,Brown throated sloth,5.667,3.792
6.576,least concern,62.14,three toed,Brown throated sloth,4.827,3.867
7.34,least concern,59.545,three toed,Brown throated sloth,5.545,5.46
7.909,least concern,60.701,three toed,Brown throated sloth,5.865,5.062
8.728,least concern,60.392,three toed,Brown throated sloth,5.734,2.95
8.506,least concern,62.028,three toed,Brown throated sloth,6.043,4.117
7.517,least concern,60.203,three toed,Brown throated sloth,5.365,3.154
7.645,least concern,60.873,three toed,Brown throated sloth,5.451,3.962
7.298,least concern,60.7,three toed,Brown throated sloth,5.728,3.659
9.476,least concern,59.687,three toed,Brown throated sloth,4.917,2.141
8.031,least concern,59.664,three toed,Brown throated sloth,5.772,4.052
7.578,least concern,59.674,three toed,Brown throated sloth,5.742,4.251
7.634,least concern,62.082,three toed,Brown throated sloth,5.213,2.459
7.532,least concern,60.023,three toed,Brown throated sloth,6.027,4.946
7.813,least concern,58.797,three toed,Brown throated sloth,4.57,5.139
6.753,least concern,61.23,three toed,Brown throated sloth,5.359,3.574
6.66,least concern,61.065,three toed,Brown throated sloth,6.325,4.647
7.257,least concern,61.645,three toed,Brown throated sloth,4.844,3.472
6.174,least concern,60.221,three toed,Brown throated sloth,6.019,4.092
9.079,least concern,60.745,three toed,Brown throated sloth,4.969,2.357
6.723,least concern,60.181,three toed,Brown throated sloth,5.393,5.159
7.938,least concern,59.429,three toed,Brown throated sloth,6.156,3.313
7.589,least concern,59.457,three toed,Brown throated sloth,6.721,4.003
5.964,least concern,61.224,three toed,Brown throated sloth,5.022,3.983
6.831,least concern,61.876,three toed,Brown throated sloth,6.549,2.52
7.162,least concern,61.619,three toed,Brown throated sloth,6.785,5.023
6.649,least concern,60.229,three toed,Brown throated sloth,6.951,5.157
7.299,least concern,60.461,three toed,Brown throated sloth,6.73,4.391
7.436,least concern,61.692,three toed,Brown throated sloth,5.813,5.16
5.885,least concern,61.598,three toed,Brown throated sloth,5.723,3.331
7.663,least concern,60.143,three toed,Brown throated sloth,8.389,4.406
6.473,least concern,61.467,three toed,Brown throated sloth,7.374,5.321
7.381,least concern,60.709,three toed,Brown throated sloth,5.782,4.367
8.221,least concern,60.175,three toed,Brown throated sloth,5.77,3.829
8.169,least concern,61.565,three toed,Brown throated sloth,5.054,3.995
8.437,least concern,63.317,two toed,Linnaeus’s two toed sloth,1.688,7.632
9.203,least concern,67.519,two toed,Linnaeus’s two toed sloth,1.006,6.349
9.541,least concern,67.293,two toed,Linnaeus’s two toed sloth,1.319,6.089
9.14,least concern,65.032,two toed,Linnaeus’s two toed sloth,0.237,6.34
7.748,least concern,64.756,two toed,Linnaeus’s two toed sloth,1.163,6.004
10.104,least concern,66.346,two toed,Linnaeus’s two toed sloth,0.427,5.399
7.47,least concern,63.149,two toed,Linnaeus’s two toed sloth,0.453,5.917
8.756,least concern,66.17,two toed,Linnaeus’s two toed sloth,1.126,7.426
7.645,least concern,66.346,two toed,Linnaeus’s two toed sloth,1.339,5.594
8.193,least concern,66.049,two toed,Linnaeus’s two toed sloth,0.54,6.466
10.096,least concern,67.758,two toed,Linnaeus’s two toed sloth,0.261,7.872
10.043,least concern,64.936,two toed,Linnaeus’s two toed sloth,0.881,7.505
8.609,least concern,65.143,two toed,Linnaeus’s two toed sloth,1.538,5.676
9.489,least concern,66.819,two toed,Linnaeus’s two toed sloth,0.231,6.536
8.996,least concern,67.573,two toed,Linnaeus’s two toed sloth,1.384,5.815
8.802,least concern,65.675,two toed,Linnaeus’s two toed sloth,0.347,7.265
9.152,least concern,65.473,two toed,Linnaeus’s two toed sloth,0.233,8.044
